자전거대여소명,자전거대여소구분,소재지도로명주소,소재지지번주소,위도,경도,운영시작시각,운영종료시각,휴무일,요금구분,자전거이용요금,자전거보유대수,거치대수,공기주입기비치여부,공기주입기유형,수리대설치여부,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
인제대역(1번출구 옆),무인대여소,경상남도 김해시 김해대로 2515,경상남도 김해시 삼정동 150-44,35.22809947,128.901736,7:00,22:00,연중무휴,유료,기본요금(대여 후 30분까지): 500원+추가요금(초과 시 10분당): 200원,5,10,N,,N,055-330-2723,경상남도 김해시청,2026-03-19,5350000,경상남도 김해시
김해시청역(2번출구 옆),무인대여소,경상남도 김해시 김해대로 2402,경상남도 김해시 부원동 553-1,35.22646166,128.8900186,7:00,22:00,연중무휴,유료,기본요금(대여 후 30분까지): 500원+추가요금(초과 시 10분당): 200원,5,10,N,,N,055-330-2723,경상남도 김해시청,2026-03-19,5350000,경상남도 김해시
율하유적전시관(율하동 1407),무인대여소,경상남도 김해시 율하1로 55,경상남도 김해시 율하동 1407,35.17569764,128.8103324,7:00,22:00,연중무휴,유료,기본요금(대여 후 30분까지): 500원+추가요금(초과 시 10분당): 200원,5,10,Y,태양광식,N,055-330-2723,경상남도 김해시청,2026-03-19,5350000,경상남도 김해시
활천꽃무릇숲길(어방동 1077),무인대여소,,경상남도 김해시 어방동 1077,35.23875373,128.9048185,7:00,22:00,연중무휴,유료,기본요금(대여 후 30분까지): 500원+추가요금(초과 시 10분당): 200원,5,10,N,,N,055-330-2723,경상남도 김해시청,2026-03-19,5350000,경상남도 김해시
청소년문화복지센터(부곡동 802-8),무인대여소,경상남도 김해시 월산로 116,경상남도 김해시 부곡동 802-8,35.20547847,128.8023079,7:00,22:00,연중무휴,유료,기본요금(대여 후 30분까지): 500원+추가요금(초과 시 10분당): 200원,5,10,N,,N,055-330-2723,경상남도 김해시청,2026-03-19,5350000,경상남도 김해시
알로기공원(부곡동 1157-4),무인대여소,,경상남도 김해시 부곡동 1157-4,35.20305648,128.8065132,7:00,22:00,연중무휴,유료,기본요금(대여 후 30분까지): 500원+추가요금(초과 시 10분당): 200원,5,10,N,,N,055-330-2723,경상남도 김해시청,2026-03-19,5350000,경상남도 김해시
공공자전거두바퀴의행복2호점(오성점),유인대여소,경기도 평택시 오성면 강변로 486,,36.990703,126.978111,10:00,17:00,월요일+명절+성탄절,무료,,108,,Y,,N,031-658-4788,평택지역자활센터,2026-03-09,3910000,경기도 평택시
공공자전거두바퀴의행복1호점(세교점),유인대여소,경기도 평택시 동삭로 174,,37.002771,127.0882212,10:00,17:00,월요일+명절+성탄절,무료,,41,,Y,,N,031-658-4788,평택지역자활센터,2026-03-09,3910000,경기도 평택시
태화강국가정원,유인대여소,울산광역시 중구 샛강남길 120,울산광역시 중구 태화동 107,35.55005056,129.2990163,9:30,17:30,월+화,유료,1인용: 2000원 2인용: 3000원 마차형: 4000원,174,,Y,수동식,N,052-211-0106,울산광역시 중구청(울산광역시 자전거문화강사회 민간위탁 운영),2026-03-01,3690000,울산광역시 중구
중구자전거문화센터,유인대여소,울산광역시 중구 외솔큰길 196,울산광역시 중구 남외동 634-1,35.567156,129.351424,9:00,18:00,월+화+수+목+금,유료,1인용: 2000원 2인용: 3000원 마차형: 4000원,146,,Y,수동식,N,052-211-0106,울산광역시 중구청(울산광역시 자전거문화강사회 민간위탁 운영),2026-03-01,3690000,울산광역시 중구
섬밭길 자전거대여소(2월~11월),유인대여소,서울특별시 노원구 섬밭로 93 (공릉동) 한천교 동편 밑,서울특별시 노원구 공릉동 626-5,37.624978,127.0702571,8:00,19:00,"혹한기(1월+12월)+명절(설, 추석), 근로자의 날+매월 첫 번째 수요일(공휴일일 경우 익일)+임시휴무일(상ㆍ하반기 총 8회 근무자 전원 정기교육에 인한 임시휴무)+선거일(대통령ㆍ국회의원 등 법정 공휴일로 지정되는 선거일)",혼합,1일권 1000원+정기권(10개월) 15000원+무료(초ㆍ중ㆍ고 18세 이하+국가유공자+장애인+기초생활수급자+차상위계층+65세 이상),75,0,Y,기계식,N,02-977-1232,서울특별시 노원구청,2026-03-31,3100000,서울특별시 노원구
상계역 자전거대여소(2월~11일),유인대여소,서울특별시 노원구 상계로 182 (상계동) 상계역 고가 밑,서울특별시 노원구 상계동 156-203,37.660951,127.0735754,8:00,19:00,"혹한기(1월+12월)+명절(설, 추석), 근로자의 날+매월 첫 번째 수요일(공휴일일 경우 익일)+임시휴무일(상ㆍ하반기 총 8회 근무자 전원 정기교육에 인한 임시휴무)+선거일(대통령ㆍ국회의원 등 법정 공휴일로 지정되는 선거일)",혼합,1일권 1000원+정기권(10개월) 15000원+무료(초ㆍ중ㆍ고 18세 이하+국가유공자+장애인+기초생활수급자+차상위계층+65세 이상),47,0,Y,기계식,Y,02-936-5240,서울특별시 노원구청,2026-03-31,3100000,서울특별시 노원구
어린이교통공원 자전거대여소(2월~11월),유인대여소,서울특별시 노원구 덕릉로 483 (중계동) 중계역 6번출구 옆,서울특별시 노원구 중계동 500,37.64560941,127.062777,8:00,19:00,"혹한기(1월+12월)+명절(설, 추석), 근로자의 날+매월 첫 번째 수요일(공휴일일 경우 익일)+임시휴무일(상ㆍ하반기 총 8회 근무자 전원 정기교육에 인한 임시휴무)+선거일(대통령ㆍ국회의원 등 법정 공휴일로 지정되는 선거일)",혼합,1일권 1000원+정기권(10개월) 15000원+무료(초ㆍ중ㆍ고 18세 이하+국가유공자+장애인+기초생활수급자+차상위계층+65세 이상),68,0,Y,기계식,N,02-971-7363,서울특별시 노원구청,2026-03-31,3100000,서울특별시 노원구
삽교호 자전거터미널,유인대여소,충청남도 당진시 신평면 삽교천길 90-15 1층,,36.88641003,126.8258532,9:00,18:00,1) 1월+2월2) 월요일+화요일,유료,,75,,Y,,Y,041-360-1357,당진도시공사,2026-01-15,5680000,충청남도 당진시
진월면 무료대여소,유인대여소,전라남도 광양시 진월면 망덕길,전라남도 광양시 진월면 망덕리 845-82,34.96787088,127.7579265,9:00,18:00,매주 수+목,무료,0,52,1,Y,기계식,N,061-797-2491,전라남도 광양시청,2026-03-06,4840000,전라남도 광양시
광양읍 무료대여소,유인대여소,전라남도 광양시 대학로 9,전라남도 광양시 광양읍 덕례리 543-2,34.9615928,127.5712121,9:00,18:00,매주 수+목,무료,0,50,1,Y,기계식,N,061-797-2491,전라남도 광양시청,2026-03-06,4840000,전라남도 광양시
백제가요정읍사오솔길이용시설,유인대여소,전북특별자치도 정읍시 월영1길 7,전북특별자치도 정읍시 쌍암동 536-4,35.52054589,126.8960337,9:00,18:00,연중무휴,유료,1시간당 요금(1인용 1000원+2인용 2000원+3인용 3000원+6인용 6000원)+초과요금(30분 기준)(1·2인용 1000원+3인용 2000원+6인용 3000원)+1일당 요금(1·2인용 10000원+3인용 15000원+6인용 20000원),175,0,Y,기계식,N,063-539-5704,전북특별자치도 정읍시청,2026-01-01,4691000,전북특별자치도 정읍시
초록길자전거센터,유인대여소,,충청북도 제천시 청전동 335-9,37.151367,128.206184,10:00,19:00,월,무료,,73,73,Y,기계식,N,043-641-7507,제천시체육회,2025-12-24,4400000,충청북도 제천시
산소100리길 자전거대여소,유인대여소,강원특별자치도 화천군 화천읍 강변로 2-5,강원특별자치도 화천군 화천읍 하리 3-1,38.102197,127.702716,9:00,18:00,월,유료,1일권 1만원,83,,Y,수동식,N,033-442-7570,강원특별자치도 화천군청 문화체육과,2026-01-12,4311000,강원특별자치도 화천군
알톤자전거 강릉대리점,유인대여소,강원특별자치도 강릉시 강릉대로 301-1,,37.76369132,128.9012497,10:00,20:00,연중무휴,유료,,20,,Y,,N,033-640-5522,강원특별자치도 강릉시청 건설과,2026-01-30,4201000,강원특별자치도 강릉시
바이크스토리,유인대여소,강원특별자치도 강릉시 경포로 489-6,,37.80400734,128.9047496,10:30,21:00,연중무휴,유료,,100,,Y,,N,033-640-5522,강원특별자치도 강릉시청 건설과,2026-01-30,4201000,강원특별자치도 강릉시
그린바이크,유인대여소,강원특별자치도 강릉시 경포로 489-6,,37.80400734,128.9047496,10:00,20:00,연중무휴,유료,,70,,Y,,N,033-640-5522,강원특별자치도 강릉시청 건설과,2026-01-30,4201000,강원특별자치도 강릉시
몬스터바이크,유인대여소,강원특별자치도 강릉시 경포로 489-6,,37.80400734,128.9047496,10:00,22:00,연중무휴,유료,,70,,Y,,N,033-640-5522,강원특별자치도 강릉시청 건설과,2026-01-30,4201000,강원특별자치도 강릉시
원바이크,유인대여소,강원특별자치도 강릉시 해안로 501,,37.80440301,128.9050099,10:00,20:00,연중무휴,유료,,30,,Y,,N,033-640-5522,강원특별자치도 강릉시청 건설과,2026-01-30,4201000,강원특별자치도 강릉시
패밀리바이크,유인대여소,강원특별자치도 강릉시 해안로 501,,37.80440301,128.9050099,10:00,20:00,연중무휴,유료,,20,,Y,,N,033-640-5522,강원특별자치도 강릉시청 건설과,2026-01-30,4201000,강원특별자치도 강릉시
스쿠터뱅크,유인대여소,강원특별자치도 강릉시 경포로 477,,37.8026477,128.9040317,9:00,20:00,연중무휴,유료,,50,,Y,,N,033-640-5522,강원특별자치도 강릉시청 건설과,2026-01-30,4201000,강원특별자치도 강릉시
가족사랑자전거,유인대여소,강원특별자치도 강릉시 경포로 477,,37.8026477,128.9040317,0:00,23:59,연중무휴,유료,,50,,Y,,N,033-640-5522,강원특별자치도 강릉시청 건설과,2026-01-30,4201000,강원특별자치도 강릉시
낭만자전거,유인대여소,강원특별자치도 강릉시 경포로 479,,37.80332652,128.9043357,9:30,21:00,연중무휴,유료,,50,,Y,,N,033-640-5522,강원특별자치도 강릉시청 건설과,2026-01-30,4201000,강원특별자치도 강릉시
해운대구자전거종합서비스센터,유인대여소,,부산광역시 해운대구 재송동 704-5,35.175333,129.121651,10:00,17:30,월+화,무료,,75,27,Y,태양광식,Y,051-749-4514,부산광역시 해운대구,2026-02-19,3330000,부산광역시 해운대구
냉천(낭만자전거2),유인대여소,,경상북도 포항시 남구 오천읍 문덕리 247-1,35.96855045,129.410553,9:00,18:00,12월~3월 휴무,무료,무료,11,4,Y,수동식,N,070-7204-7948,경상북도 포항시지역자활센터,2025-12-30,5020000,경상북도 포항시
냉천(낭만자전거1),유인대여소,,경상북도 포항시 남구 오천읍 문덕리 203-13,35.95930687,129.408562,9:00,18:00,12월~3월 휴무,무료,무료,11,3,Y,수동식,N,070-7204-7948,경상북도 포항시지역자활센터,2025-12-30,5020000,경상북도 포항시
철길숲,유인대여소,경상북도 포항시 남구 효자로118번길 40-12,경상북도 포항시 남구 효자동 135-1,36.008974,129.335982,9:00,18:00,12월~3월 휴무,무료,무료,11,2,Y,수동식,N,070-7204-7948,경상북도 포항시지역자활센터,2025-12-30,5020000,경상북도 포항시
호미곶광장,유인대여소,경상북도 포항시 남구 호미곶면 해맞이로 136,경상북도 포항시 남구 호미곶면 대보리 286-6,36.07608308,129.5665319,10:00,17:00,12월~3월 휴무,무료,무료,20,2,Y,수동식,N,070-7204-7948,경상북도 포항시지역자활센터,2025-12-30,5020000,경상북도 포항시
4428. 돈암동부센트레빌상가,무인대여소,,서울특별시 성북구 돈암동 8-162,37.60234837,127.02538,0:00,23:59,연중무휴,유료,7일권(60분 3천원+120분 4천원)+30일권(60분 5천원+120분 7천원)+365일권(60분 3만원+120분 5만원),7,7,N,수동식,N,1599-0120,서울특별시청,2025-12-23,3070000,서울특별시 성북구
4427. 동일하이빌뉴시티,무인대여소,서울특별시 성북구 종암로 167,,37.60505867,127.0309904,0:00,23:59,연중무휴,유료,7일권(60분 3천원+120분 4천원)+30일권(60분 5천원+120분 7천원)+365일권(60분 3만원+120분 4만원),10,10,N,수동식,N,1599-0120,서울특별시청,2025-12-23,3070000,서울특별시 성북구
4425. 하늘채코오롱아파트 앞,무인대여소,,서울특별시 성북구 장위동 319-2,37.61972141,127.0453689,0:00,23:59,연중무휴,유료,7일권(60분 3천원+120분 4천원)+30일권(60분 5천원+120분 7천원)+365일권(60분 3만원+120분 4만원),10,10,N,수동식,N,1599-0120,서울특별시청,2025-12-23,3070000,서울특별시 성북구
4423. 현대백화점 미아점,무인대여소,,서울특별시 성북구 길음동 1289-5,37.6088486,127.028611,0:00,23:59,연중무휴,유료,7일권(60분 3천원+120분 4천원)+30일권(60분 5천원+120분 7천원)+365일권(60분 3만원+120분 4만원),10,10,N,수동식,N,1599-0120,서울특별시청,2025-12-23,3070000,서울특별시 성북구
4421. 롯데캐슬클라시아 입구 앞,무인대여소,,서울특별시 성북구 길음동 1289-3,37.60783455,127.0270549,0:00,23:59,연중무휴,유료,7일권(60분 3천원+120분 4천원)+30일권(60분 5천원+120분 7천원)+365일권(60분 3만원+120분 4만원),10,10,N,수동식,N,1599-0120,서울특별시청,2025-12-23,3070000,서울특별시 성북구
4420. 성북구 한예종 캠퍼스 별관,무인대여소,서울특별시 성북구 화랑로32길 146-37,,37.6063581,127.0539408,0:00,23:59,연중무휴,유료,7일권(60분 3천원+120분 4천원)+30일권(60분 5천원+120분 7천원)+365일권(60분 3만원+120분 4만원),6,6,N,수동식,N,1599-0120,서울특별시청,2025-12-23,3070000,서울특별시 성북구
4419. 성북구 한예종 캠퍼스 본관,무인대여소,서울특별시 성북구 화랑로32길 146-37,,37.6063581,127.0539408,0:00,23:59,연중무휴,유료,7일권(60분 3천원+120분 4천원)+30일권(60분 5천원+120분 7천원)+365일권(60분 3만원+120분 4만원),6,6,N,수동식,N,1599-0120,서울특별시청,2025-12-23,3070000,서울특별시 성북구
4418. 종암동 동덕여대 제2생활관 앞,무인대여소,서울특별시 성북구 종암로 127-1,,37.6013423,127.0331583,0:00,23:59,연중무휴,유료,7일권(60분 3천원+120분 4천원)+30일권(60분 5천원+120분 7천원)+365일권(60분 3만원+120분 4만원),8,8,N,수동식,N,1599-0120,서울특별시청,2025-12-23,3070000,서울특별시 성북구
4417. 성북청소년문화의집,무인대여소,,서울특별시 성북구 정릉동 산1-297,37.6156693,127.0087662,0:00,23:59,연중무휴,유료,7일권(60분 3천원+120분 4천원)+30일권(60분 5천원+120분 7천원)+365일권(60분 3만원+120분 4만원),10,10,N,수동식,N,1599-0120,서울특별시청,2025-12-23,3070000,서울특별시 성북구
4415. 미아초교버스승강장,무인대여소,,서울특별시 성북구 길음동 1261-535,37.6121048,127.0219803,0:00,23:59,연중무휴,유료,7일권(60분 3천원+120분 4천원)+30일권(60분 5천원+120분 7천원)+365일권(60분 3만원+120분 4만원),7,7,N,수동식,N,1599-0120,서울특별시청,2025-12-23,3070000,서울특별시 성북구
4414. 안암역 3번 출구,무인대여소,,서울특별시 성북구 안암동5가 101-113,37.5861893,127.0294676,0:00,23:59,연중무휴,유료,7일권(60분 3천원+120분 4천원)+30일권(60분 5천원+120분 7천원)+365일권(60분 3만원+120분 4만원),8,8,N,수동식,N,1599-0120,서울특별시청,2025-12-23,3070000,서울특별시 성북구
